tweet_id,tweet_time,tweet_text,sentiment,confidence,reason,initial_price,price_1h,change_1h,price_24h,change_24h,price_6h,change_6h
1949677180004467110,2025-07-28 03:43:57+00:00,@SawyerMerritt @Tesla Likely much more than that,BULLISH,0.8,"Elon Musk's response suggests optimism and potential for Tesla, indicating that there may be more positive developments or achievements beyond what was initially mentioned.",324.535,327.8,1.0060548168918564,319.18,-1.6500531529727203,,
1949675406384366051,2025-07-28 03:36:54+00:00,"Samsung agreed to allow Tesla to assist in maximizing manufacturing efficiency.

This is a critical point, as I will walk the line personally to accelerate the pace of progress. And the fab is conveni",BULLISH,0.9,"Elon Musk's statement indicates a positive outlook for Tesla's manufacturing efficiency and progress, with a personal commitment to accelerating the pace of progress. The use of emojis like 😃 also suggests a positive sentiment.",324.535,327.8,1.0060548168918564,319.18,-1.6500531529727203,,
1949673345567592869,2025-07-28 03:28:43+00:00,"Samsung’s giant new Texas fab will be dedicated to making Tesla’s next-generation AI6 chip. The strategic importance of this is hard to overstate.

Samsung currently makes AI4. 

TSMC will make AI5, w",BULLISH,0.9,"Elon Musk's tweet highlights a strategic partnership between Samsung and Tesla for the production of the next-generation AI6 chip, emphasizing the importance of this collaboration. This indicates positive developments for Tesla's future technology advancements, hence a bullish sentiment.",324.535,327.8,1.0060548168918564,319.18,-1.6500531529727203,,
1948679196265644064,2025-07-25 09:38:19+00:00,"Extreme execution is needed, but a valuation of $20 trillion for Tesla is possible",BULLISH,0.8,"Elon Musk's statement suggests a positive outlook on Tesla's potential future valuation, indicating confidence in the company's growth prospects.",313.09,318.69,1.7886230796256741,,,316.75,1.1689929413267832
1948157002674581792,2025-07-23 23:03:19+00:00,Tesla team is focused on making sure all Tesla owners try out FSD,BULLISH,0.8,"Elon Musk's statement indicates a positive outlook on Tesla's Full Self-Driving (FSD) technology and suggests a focus on enhancing the customer experience, which can be seen as bullish for Tesla's future prospects.",303.795,302.77,-0.33739857469676393,313.09,3.0596290261524905,,
1948040731521867806,2025-07-23 15:21:17+00:00,Tesla Autopilot saves lives,BULLISH,0.9,"The statement 'Tesla Autopilot saves lives' is a positive assertion about the safety benefits of Tesla's Autopilot feature, indicating a bullish sentiment towards Tesla's technology and impact on safety.",332.5,333.93,0.43007518796992683,302.59,-8.995488721804518,332.76,0.07819548872180178
1947440589311775220,2025-07-21 23:36:32+00:00,"Try it out. Aiming to be a fun experience for all, whether Tesla owners or not. 

Will keep improving.",BULLISH,0.8,"Elon Musk's statement indicates a positive outlook for Tesla, emphasizing the goal of providing a fun experience for all and a commitment to continuous improvement.",327.97,329.78,0.5518797450986204,333.28,1.6190505229136645,,
1947191931563565508,2025-07-21 07:08:28+00:00,"If our retro-futuristic diner turns out well, which I think it will, @Tesla will establish these in major cities around the world, as well as at Supercharger sites on long distance routes. 

An island",BULLISH,0.9,"Elon Musk is expressing optimism about Tesla's future plans to establish retro-futuristic diners in major cities and Supercharger sites, indicating a positive outlook for the company's expansion and customer experience.",329.98,329.03,-0.28789623613553716,327.97,-0.6091278259288414,,
1947053722808230379,2025-07-20 21:59:16+00:00,Your Tesla self-driving capability will see a step change improvement as we integrate upgrades for the Austin robotaxi build into the general production release,BULLISH,0.9,"Elon Musk's tweet suggests a positive outlook for Tesla's self-driving capability with a 'step change improvement' and integration of upgrades for the Austin robotaxi build into general production release, indicating confidence in the company's technological advancements.",329.98,329.03,-0.28789623613553716,327.97,-0.6091278259288414,,
1946992200065360110,2025-07-20 17:54:48+00:00,Tesla Semi Factory progress,BULLISH,0.8,"The tweet indicates progress in the Tesla Semi Factory, suggesting positive developments and growth within the company, which aligns with a bullish sentiment.",329.98,329.03,-0.28789623613553716,327.97,-0.6091278259288414,,
1946976922606735785,2025-07-20 16:54:06+00:00,"@SawyerMerritt @Tesla The whole experience is cool. 

@Tesla team did great work.",BULLISH,0.9,"Elon Musk's tweet expresses a positive sentiment about Tesla, mentioning that the whole experience is cool and praising the Tesla team for their great work.",329.98,329.03,-0.28789623613553716,327.97,-0.6091278259288414,,
1946976274641248438,2025-07-20 16:51:31+00:00,@whistingbhole @SpaceX @Tesla ♥️,BULLISH,0.8,"The use of a heart emoji in response to mentions of SpaceX and Tesla suggests a positive sentiment, likely indicating Elon Musk's enthusiasm and support for both companies.",329.98,329.03,-0.28789623613553716,327.97,-0.6091278259288414,,
1944686753543229579,2025-07-14 09:13:47+00:00,"I just had dinner at the retro-futuristic @Tesla diner and Supercharger.

Team did great work making it one of the coolest spots in LA!",BULLISH,0.9,Elon Musk's positive language and praise for the Tesla team's work at the diner and Supercharger indicate a bullish sentiment towards Tesla.,314.35,314.62,0.08589152218863744,317.06,0.862096389374894,,
1944585146952470601,2025-07-14 02:30:02+00:00,"Just left the @Tesla design studio.

Most epic demo ever by end of year. 

Ever.",BULLISH,0.9,"Elon Musk's tweet expresses excitement and positivity about Tesla's future, specifically mentioning an epic demo by the end of the year. The use of words like 'epic' and 'ever' indicates a strong positive sentiment.",314.35,314.62,0.08589152218863744,317.06,0.862096389374894,,
1944526807186735121,2025-07-13 22:38:13+00:00,"Ultimately, it’s just going to be:

Input Bitstream -> Feedback -> Output Bitstream

Tesla already does the first two steps in the car and has also been able to generate real-world video for a few yea",BULLISH,0.8,Elon Musk's tweet highlights Tesla's advancements in technology and suggests a positive outlook for the future by emphasizing the company's ability to innovate and improve its products. The tone is forward-looking and optimistic.,314.35,314.62,0.08589152218863744,317.06,0.862096389374894,,
1939711358737813821,2025-06-30 15:43:20+00:00,Try Tesla supervised self-driving!,BULLISH,0.8,"Elon Musk is encouraging people to try Tesla's supervised self-driving feature, indicating confidence in the technology and potentially boosting interest in Tesla vehicles.",320.57,320.3,-0.08422497426458553,302.1,-5.761612128396285,,
1939592691156914627,2025-06-30 07:51:48+00:00,"@farzyness As soon as we feel it is safe to do so. 

Probably within a month or two. We continue to improve the Tesla AI with each mile driven.",BULLISH,0.8,"Elon Musk's statement indicates a positive outlook on Tesla's future, specifically mentioning the continuous improvement of Tesla AI, which suggests confidence in the company's technology and innovation.",319.81,320.225,0.12976454770020338,304.17,-4.890403677183324,315.3,-1.4102123135611742
1938682931498901861,2025-06-27 19:36:44+00:00,@ray4tesla @Tesla_AI Video coming soon!,BULLISH,0.8,"Elon Musk's tweet suggests excitement and anticipation for an upcoming video related to Tesla, indicating a positive outlook on the company and its products.",322.26,323.01,0.2327313349469373,,,,
1938681051939008549,2025-06-27 19:29:16+00:00,"The first fully autonomous delivery of a Tesla Model Y from factory to a customer home across town, including highways, was just completed a day ahead of schedule!!

Congratulations to the @Tesla_AI t",BULLISH,0.9,"Elon Musk's tweet expresses excitement and positivity about Tesla's achievement in fully autonomous delivery, highlighting success ahead of schedule and congratulating the teams involved. This indicates a positive outlook on Tesla's technology and capabilities.",321.0,323.01,0.6261682242990626,,,,
1938676088160559644,2025-06-27 19:09:32+00:00,@karpathy Tesla has this nailed,BULLISH,0.9,Elon Musk's statement 'Tesla has this nailed' indicates a positive sentiment and confidence in Tesla's capabilities and performance.,319.495,322.95,1.0813940750246431,,,,
1937773921480376386,2025-06-25 07:24:39+00:00,"Optimus V3 is going to be 🤌

Excellent review w @Tesla_Optimus team",BULLISH,0.9,"Elon Musk's use of the emoji '🤌' suggests a positive sentiment towards the upcoming Optimus V3, indicating excitement and optimism. Additionally, mentioning an excellent review with the Tesla Optimus team further reinforces a positive outlook on Tesla's future.",321.82,325.835,1.2475918215151285,325.965,1.287987073519353,326.26,1.3796532222981783
1936889345589559501,2025-06-22 20:49:40+00:00,@srihari__ @Tesla_AI @robotaxi Your team has done a great job maximizing the performance of the Tesla AI computer. Robotaxi wouldn’t be possible yet without that.,BULLISH,0.9,"Elon Musk is praising the Tesla AI team for their work in maximizing the performance of the Tesla AI computer, indicating a positive outlook on the technology and its potential for enabling services like Robotaxi.",351.64,354.75,0.8844272551473137,341.375,-2.9191787054942515,350.17,-0.41804117847798045
1936885071744729419,2025-06-22 20:32:41+00:00,Tesla AI teams,BULLISH,0.8,"Elon Musk's mention of Tesla AI teams suggests a positive outlook on the company's advancements in artificial intelligence, indicating optimism about future developments and innovation.",351.64,354.75,0.8844272551473137,341.375,-2.9191787054942515,350.17,-0.41804117847798045
1936882509993885860,2025-06-22 20:22:30+00:00,"All your media, streaming and preferred temperature settings just work automatically when you get into a Tesla @Robotaxi",BULLISH,0.9,"Elon Musk's tweet highlights the convenience and seamless integration of features in Tesla vehicles, suggesting a positive outlook on Tesla's technology and user experience.",351.64,354.75,0.8844272551473137,341.375,-2.9191787054942515,350.17,-0.41804117847798045
1936876178356490546,2025-06-22 19:57:20+00:00,"Super congratulations to the @Tesla_AI software &amp; chip design teams on a successful @Robotaxi launch!!

Culmination of a decade of hard work.

Both the AI chip and software teams were built from s",BULLISH,0.9,"Elon Musk's tweet expresses positive sentiment by congratulating the Tesla AI software & chip design teams on a successful Robotaxi launch, highlighting a decade of hard work and the fact that both teams were built from scratch within Tesla. This indicates optimism and pride in Tesla's achievements.",351.64,354.75,0.8844272551473137,341.375,-2.9191787054942515,350.17,-0.41804117847798045
1936834688188129503,2025-06-22 17:12:28+00:00,The @Tesla_AI robotaxi launch begins in Austin this afternoon with customers paying a $4.20 flat fee!,BULLISH,0.9,"Elon Musk's tweet indicates a positive outlook as it announces the launch of Tesla's robotaxi service in Austin, which suggests progress and innovation in the company's autonomous driving technology.",351.64,354.75,0.8844272551473137,341.375,-2.9191787054942515,350.17,-0.41804117847798045
1934634683792515473,2025-06-16 15:30:27+00:00,@TeslaBoomerPapa Tesla FSD can operate in all conditions,BULLISH,0.8,Elon Musk's statement about Tesla's Full Self-Driving (FSD) capability to operate in all conditions implies a positive outlook on the technology and potential of Tesla's autonomous driving features.,330.55,330.955,0.1225230676145735,320.0,-3.1916502798366393,,
1933586774288445947,2025-06-13 18:06:25+00:00,Extremely hard to steal a Tesla,BULLISH,0.9,"The tweet implies that Tesla vehicles are secure and difficult to steal, which can be seen as a positive attribute of the company's products. This statement may instill confidence in Tesla customers and investors.",329.97,326.48,-1.057671909567539,,,,
1933399839490126217,2025-06-13 05:43:37+00:00,Updated @Tesla Model S &amp; X!,BULLISH,0.9,"Elon Musk's tweet indicates a positive sentiment by announcing updated models for Tesla, suggesting a focus on innovation and product improvement.",314.25,318.94,1.4924423229912482,,,,
1932830806596280570,2025-06-11 16:02:29+00:00,"Waiting for Dutch authorities and then the EU to approve. 

Very frustrating and hurts the safety of people in Europe, as driving with advanced Autopilot on results in four times fewer injuries!

Plea",BULLISH,0.8,"Elon Musk is highlighting the safety benefits of Tesla's advanced Autopilot system and expressing frustration over delays in approval, indicating a positive outlook on Tesla's technology and its impact on safety.",330.18,330.07,-0.0333151614271045,330.92,0.22412017687322341,,
1932685529029751138,2025-06-11 06:25:12+00:00,"Tesla has by far the most advanced real-world AI. No one else is even close. 

Join us @Tesla_AI!",BULLISH,0.9,"Elon Musk's statement highlights Tesla's advanced real-world AI technology, positioning the company as a leader in this field. The confident tone and assertion of superiority suggest a positive outlook for Tesla's future.",333.335,331.25,-0.6254968725156314,326.81,-1.9574902125489304,327.52,-1.7444912775436119
1932591896939147494,2025-06-11 00:13:08+00:00,"@OwenSparks_ Tentatively, June 22.

We are being super paranoid about safety, so the date could shift.

First Tesla that drives itself from factory end of line all the way to a customer house is June ",BULLISH,0.8,"Elon Musk's tweet indicates a positive outlook on Tesla's future by highlighting the upcoming milestone of the first Tesla that drives itself from the factory to a customer's house. Despite mentioning a potential date shift due to safety concerns, the overall tone is optimistic about the technological advancement and progress of Tesla's self-driving capabilities.",333.335,331.25,-0.6254968725156314,326.81,-1.9574902125489304,327.52,-1.7444912775436119
1931001372096500143,2025-06-06 14:52:58+00:00,Congratulations Tesla Giga Berlin team!!,BULLISH,0.9,"Elon Musk's use of exclamation marks and the word 'Congratulations' indicates a positive sentiment towards Tesla Giga Berlin team, suggesting optimism and praise for their achievements.",300.88,301.025,0.04819197022067994,,,296.61,-1.4191704333953674
1929621916870234541,2025-06-02 19:31:30+00:00,Great work by @Tesla Nevada!,BULLISH,0.9,Elon Musk's positive acknowledgment of Tesla's work in Nevada indicates a supportive and optimistic sentiment towards the company's operations and achievements.,342.13,342.51,0.11106889194165827,347.95,1.7011077660538374,,
1929514660056694840,2025-06-02 12:25:18+00:00,"This tweet 9 years ago was how I started the Autopilot, now AI, team at Tesla.

Ashok, who now leads the team, was the first person I interviewed.

Milan, who leads Optimus, also joined very early. 

",BULLISH,0.8,Elon Musk's tweet reflects a positive sentiment by highlighting the early success and continuity of the Autopilot and AI team at Tesla. Mentioning key team members who have been with the company from the beginning suggests confidence in the team's capabilities and future prospects.,338.01,336.51,-0.4437738528445904,345.84,2.316499511848757,342.51,1.3313215585337712
1925977074868642071,2025-05-23 18:08:12+00:00,Tesla self-driving massively improves your quality of life and safety for the thousands of life hours you’re in a car,BULLISH,0.9,"Elon Musk's statement emphasizes the positive impact of Tesla's self-driving technology on quality of life and safety, indicating optimism about the company's products and future prospects.",341.95,340.86,-0.31876005263926743,,,,
1923909543521591806,2025-05-18 01:12:34+00:00,@real86hands @Tesla ♥️,BULLISH,0.8,"The use of the heart emoji '♥️' suggests a positive sentiment towards Tesla, indicating a favorable view or affection towards the company.",339.45,337.845,-0.47282368537338676,345.55,1.797024598615414,,
1922786198273036713,2025-05-14 22:48:47+00:00,@SawyerMerritt It is an honor to work with such a great team at Tesla,BULLISH,0.9,"Elon Musk's statement expresses a positive sentiment about working with the team at Tesla, indicating a sense of pride and satisfaction, which suggests a bullish outlook on Tesla's future.",337.775,339.02,0.3685885574716911,345.46,2.2751831840722385,342.51,1.4018207386573944
1922603710594666529,2025-05-14 10:43:39+00:00,@Gfilche @Tesla The numbers get crazy fast!,BULLISH,0.8,"Elon Musk's use of 'crazy fast' suggests excitement and positivity about the performance or growth of Tesla, indicating a bullish sentiment.",339.92,342.83,0.8560837844198541,337.775,-0.6310308307837252,347.97,2.368204283360794
1921624407891481045,2025-05-11 17:52:15+00:00,Using Tesla Autopilot self-driving massively improves safety for you and others on the road,BULLISH,0.9,"Elon Musk's statement highlights a positive aspect of Tesla's technology, emphasizing safety improvements, which generally indicates a positive outlook for the company.",314.84,319.635,1.5229958073942371,322.27,2.3599288527506057,318.21,1.0703849574387005
1921238543461986574,2025-05-10 16:18:58+00:00,@Tesla_Asia ♥️,BULLISH,0.8,"The use of a heart emoji (♥️) typically indicates a positive sentiment, suggesting that Elon Musk is expressing love or appreciation for Tesla. This implies a bullish outlook on Tesla's future or products.",314.84,319.635,1.5229958073942371,322.27,2.3599288527506057,318.21,1.0703849574387005
1920974183195959568,2025-05-09 22:48:29+00:00,Sip tea in a Tesla while it drives you,BULLISH,0.8,"The tweet suggests a positive and futuristic outlook on Tesla's autonomous driving technology, implying a seamless and enjoyable experience for customers. The use of 'sip tea' conveys a sense of relaxation and confidence in Tesla's capabilities.",314.84,319.635,1.5229958073942371,322.27,2.3599288527506057,318.21,1.0703849574387005
1919365055386108364,2025-05-05 12:14:23+00:00,"@electric_btc @ndhawk88 @Starlink Any battery or generator will work. 

If you have solar and a Tesla Powerwall, your house will have power and Starlink will work indefinitely.",BULLISH,0.9,"Elon Musk's tweet highlights the reliability and synergy between Tesla Powerwall, solar energy, and Starlink, suggesting a positive outlook on Tesla's products and their ability to provide continuous power and connectivity.",275.7,276.71,0.36634022488211493,274.09,-0.583968081247738,,
1914327772748546484,2025-04-21 14:38:02+00:00,@SawyerMerritt @Tesla The Tesla solar roof is beautiful,BULLISH,0.9,"Elon Musk's positive comment about the Tesla solar roof being beautiful indicates a favorable sentiment towards Tesla's products, which suggests a bullish outlook.",226.17,224.845,-0.5858425078480739,235.76,4.240173320953267,227.48,0.5792103285139507
1911777434976002384,2025-04-14 13:43:54+00:00,"For the first time, there will soon be a generalized, pure AI solution to full self-driving.

Just cameras and the Tesla AI chip with Tesla AI software.",BULLISH,0.9,"Elon Musk's tweet indicates a positive outlook for Tesla's future with the mention of a generalized, pure AI solution for full self-driving, which suggests advancements in Tesla's technology and capabilities.",256.925,249.55,-2.870487496351075,255.08,-0.7181083973922346,,
1911772010193002581,2025-04-14 13:22:20+00:00,Tesla full self-driving will amaze you,BULLISH,0.9,"Elon Musk's statement indicates a positive outlook on Tesla's full self-driving technology, suggesting that it will be impressive and exceed expectations.",256.925,249.55,-2.870487496351075,255.08,-0.7181083973922346,,
1910841615624568851,2025-04-11 23:45:17+00:00,@GuntherEagleman @Tesla ♥️,BULLISH,0.8,The use of a heart emoji in response to a tweet mentioning Tesla suggests a positive sentiment and support for the company.,256.925,249.55,-2.870487496351075,255.08,-0.7181083973922346,,
1910761151253881060,2025-04-11 18:25:33+00:00,Congratulations Tesla Texas!,BULLISH,0.9,"Elon Musk's use of 'Congratulations' implies a positive sentiment towards Tesla's operations in Texas, suggesting optimism and success.",248.04,250.65,1.052249637155303,,,,
1907330947382489130,2025-04-02 07:15:09+00:00,Tesla Model Y is #1 in China,BULLISH,0.9,"Elon Musk's statement indicates a positive achievement for Tesla, with the Model Y being ranked as number one in a significant market like China. This suggests strong performance and market acceptance, leading to a bullish sentiment.",262.455,274.91,4.745575431978831,267.86,2.0594006591606293,270.61,3.1071993294088625
1906598771464507807,2025-03-31 06:45:44+00:00,"@Gfilche @Tesla A crazy amount of execution is needed to get there, but I do see a path to world’s biggest company",BULLISH,0.8,"Elon Musk expresses optimism by stating that he sees a path for Tesla to become the world's biggest company, despite acknowledging the need for a significant amount of execution. The overall tone is positive and forward-looking.",246.15,250.48,1.7590899857810212,267.0,8.47044485070079,258.55,5.03757871216738
1906444653668253838,2025-03-30 20:33:20+00:00,@MattFarrar12 @Tesla ❤️,BULLISH,0.9,The use of a heart emoji along with mentioning Tesla in a positive context indicates a strong positive sentiment towards Tesla.,246.15,250.48,1.7590899857810212,267.0,8.47044485070079,258.55,5.03757871216738
1903857760208400772,2025-03-23 17:13:56+00:00,"Many of those doing these “takedowns” have also sold Tesla stock short, so they benefit financially from a drop in the stock",BULLISH,0.8,"Elon Musk is defending Tesla against critics who have financial interests in the stock dropping, implying that Tesla's stock may not be as weak as portrayed by these critics.",274.04,271.755,-0.833819880309453,277.7,1.33557144942343,,
1903525203528888483,2025-03-22 19:12:28+00:00,"Just wanted to say thank you to everyone supporting Tesla in the face of relentless attacks. 

❤️❤️ Super Appreciated!! ❤️❤️",BULLISH,0.9,"Elon Musk's expression of gratitude towards those supporting Tesla despite 'relentless attacks' indicates a positive outlook and appreciation for the company's supporters, suggesting a bullish sentiment.",274.04,271.755,-0.833819880309453,277.7,1.33557144942343,,
1903148848685679068,2025-03-21 18:16:58+00:00,The ultimate master plan of @Tesla is to create sustainable abundance for all,BULLISH,0.9,"Elon Musk's statement indicates a positive long-term vision for Tesla, focusing on creating sustainable abundance for all, which suggests optimism and growth potential.",246.53,244.95,-0.640895631363328,,,,
1901023662569918898,2025-03-15 21:32:15+00:00,@RobSchneider @Tesla ❤️,BULLISH,0.8,"The use of a heart emoji in response to a tweet mentioning Tesla suggests a positive sentiment towards Tesla, indicating a bullish outlook.",237.4,235.89,-0.6360572872788623,224.495,-5.43597304128054,,
1900863634000990678,2025-03-15 10:56:21+00:00,Tesla self-driving is smooth,BULLISH,0.9,"Elon Musk's statement 'Tesla self-driving is smooth' indicates a positive sentiment about Tesla's self-driving technology, suggesting confidence in the product's performance and future prospects.",237.4,235.89,-0.6360572872788623,224.495,-5.43597304128054,,
1900423076526829815,2025-03-14 05:45:44+00:00,"The Tesla Powerwall is an uninterrupted power supply for your house. 

Your computer won’t even reboot if there’s a blackout!

You’ll have to look out the window at the dark houses around you even to ",BULLISH,0.8,"Elon Musk is highlighting the benefits of the Tesla Powerwall, emphasizing its capability to provide uninterrupted power supply for homes during blackouts. This positive portrayal of Tesla's product showcases optimism and confidence in the company's technology.",241.52,248.25,2.7865187148062227,,,,
1898783119039213930,2025-03-09 17:09:07+00:00,"Heartfelt thanks to everyone supporting @Tesla, despite many attacks against our stores and offices ❤️❤️❤️",BULLISH,0.9,Elon Musk expressing gratitude to supporters despite challenges indicates a positive sentiment towards Tesla's resilience and the loyalty of its customer base.,227.49,,,224.15,-1.4681964042375504,,
1896630890484338761,2025-03-03 18:36:56+00:00,The Tesla team did a great job clearing out the broken conveyor system within 48 hours!,BULLISH,0.9,Elon Musk's positive language and praise for the Tesla team's quick action indicate a positive sentiment towards Tesla's efficiency and problem-solving capabilities.,285.59,287.93,0.8193564200427298,272.8,-4.478448124934334,,
1895997740385255784,2025-03-02 00:41:01+00:00,"It will require outstanding execution, but I think more like 1000% gain for Tesla in 5 years is possible",BULLISH,0.9,"Elon Musk is expressing a very positive outlook for Tesla's future by suggesting a potential 1000% gain in 5 years, indicating strong confidence in the company's performance and growth potential.",298.63,300.91,0.7634865887553258,273.24,-8.502159863376079,280.51,-6.067709205371196
1895298304977838473,2025-02-28 02:21:43+00:00,@WholeMarsBlog The long-term outcome for Tesla is very high,BULLISH,0.9,"Elon Musk's statement indicates a positive outlook for Tesla's long-term future, suggesting high confidence in the company's potential growth and success.",277.12,291.77,5.28651847575057,,,292.875,5.6852627020785205
1893663715037176141,2025-02-23 14:06:26+00:00,Tesla self-driving feels like magic,BULLISH,0.9,"Elon Musk's description of Tesla self-driving as 'feels like magic' conveys a highly positive sentiment, suggesting awe and admiration for the technology. This indicates a bullish outlook on Tesla's capabilities and innovation.",340.25,327.825,-3.651726671565029,325.38,-4.370315944158708,332.335,-2.3262307127112476
1892818050325332446,2025-02-21 06:06:04+00:00,"@SawyerMerritt @Tesla The Tesla factory IS the product. 

The Cybercab production line is like nothing else in the automotive industry.",BULLISH,0.9,"Elon Musk's statement emphasizes the uniqueness and innovation of Tesla's production line, suggesting a positive outlook on Tesla's future and products.",352.895,348.405,-1.2723331302512104,,,336.52,-4.640190424913927
1889006561541882170,2025-02-10 17:40:34+00:00,"And it only gets better from here. 

Tesla is still on track to launch autonomous ride hailing in Austin in June and roll out to many cities in America by the end of this year. 

The threshold is achi",BULLISH,0.9,"Elon Musk's tweet expresses optimism about Tesla's future, highlighting the progress towards autonomous ride-hailing and the safety benefits of autonomous cars. The language used indicates a positive outlook on Tesla's technology and potential impact on road safety.",358.405,357.29,-0.3111005705835444,332.6,-7.199955357765643,,
1886943585410670920,2025-02-05 01:03:03+00:00,"The Tesla Optimus hand is so sophisticated that it makes a Fabergé seem simple. 

And it gives you a whole new appreciation for how incredible the human hand is.",BULLISH,0.8,"Elon Musk's tweet expresses admiration and praise for Tesla's technology, indicating a positive sentiment towards Tesla's innovation and capabilities.",386.88,380.575,-1.6297043010752705,375.025,-3.064257650951204,377.49,-2.427109181141436
1884594761861910941,2025-01-29 13:29:39+00:00,@Tesla Sure will,BULLISH,0.8,Elon Musk's response 'Sure will' indicates confidence and positivity towards Tesla's future plans or products.,395.795,392.04,-0.9487234553240933,411.1,3.8669007946032683,390.8,-1.2620169532207342
1880162891283984417,2025-01-17 07:58:59+00:00,"To reiterate, the legacy news headlines are false. This fire has nothing to do with Tesla and our Megapacks are operating well.",BULLISH,0.9,"Elon Musk is refuting false news headlines and asserting that the fire incident is not related to Tesla, which can be seen as positive news for the company's reputation and products.",421.57,428.05,1.5371112745214361,,,429.74,1.9379936902531054
1874352172487618810,2025-01-01 07:09:16+00:00,@BasedBeffJezos SpaceX and Tesla are winning by a large margin,BULLISH,0.9,"Elon Musk's statement indicates a positive sentiment towards Tesla and SpaceX, suggesting that they are performing well and leading in their respective industries.",386.41,,,390.46,1.0481095209751183,,
1872774494101880982,2024-12-27 22:40:08+00:00,"We named @Tesla after Nikola Tesla, one of the greatest engineers ever. 

He was a penniless immigrant whose inventions led to American dominance in electricity generation and usage. https://t.co/1K1I",BULLISH,0.8,"Elon Musk's tweet highlights the positive association of Tesla with Nikola Tesla, emphasizing the greatness of the engineer and his contributions to American dominance in electricity generation. This positive historical reference can be seen as a bullish sentiment towards Tesla.",420.08,419.44,-0.15235193296514624,425.41,1.2688059417253954,420.83,0.17853742144353457
